2025-06-24 17:52:52, 電壓: 0.64V, pH: 2.23, ORP: 1368mV
2025-06-24 18:28:17, 電壓: 0.64V, pH: 2.24, ORP: 1370mV
2025-06-24 18:28:17, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:28:18, 電壓: 0.65V, pH: 2.28, ORP: 1356mV
2025-06-24 18:28:19, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:28:20, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 18:28:21, 電壓: 0.63V, pH: 2.19, ORP: 1379mV
2025-06-24 18:28:21, 電壓: 0.63V, pH: 2.20, ORP: 1375mV
2025-06-24 18:28:22, 電壓: 0.63V, pH: 2.19, ORP: 1381mV
2025-06-24 18:28:23, 電壓: 0.63V, pH: 2.22, ORP: 1377mV
2025-06-24 18:28:24, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 18:28:25, 電壓: 0.64V, pH: 2.23, ORP: 1373mV
2025-06-24 18:28:25, 電壓: 0.65V, pH: 2.26, ORP: 1364mV
2025-06-24 18:28:26, 電壓: 0.64V, pH: 2.25, ORP: 1363mV
2025-06-24 18:28:27, 電壓: 0.63V, pH: 2.20, ORP: 1375mV
2025-06-24 18:28:28, 電壓: 0.62V, pH: 2.18, ORP: 1378mV
2025-06-24 18:28:29, 電壓: 0.63V, pH: 2.20, ORP: 1374mV
2025-06-24 18:28:29, 電壓: 0.62V, pH: 2.19, ORP: 1382mV
2025-06-24 18:28:30, 電壓: 0.63V, pH: 2.20, ORP: 1381mV
2025-06-24 18:28:31, 電壓: 0.62V, pH: 2.18, ORP: 1383mV
2025-06-24 18:28:32, 電壓: 0.64V, pH: 2.23, ORP: 1373mV
2025-06-24 18:28:33, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:28:33, 電壓: 0.65V, pH: 2.28, ORP: 1356mV
2025-06-24 18:28:34, 電壓: 0.63V, pH: 2.22, ORP: 1374mV
2025-06-24 18:28:35, 電壓: 0.64V, pH: 2.22, ORP: 1372mV
2025-06-24 18:28:36, 電壓: 0.62V, pH: 2.18, ORP: 1380mV
2025-06-24 18:28:37, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 18:28:37, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:28:38, 電壓: 0.63V, pH: 2.22, ORP: 1376mV
2025-06-24 18:28:39, 電壓: 0.62V, pH: 2.18, ORP: 1385mV
2025-06-24 18:28:40, 電壓: 0.64V, pH: 2.25, ORP: 1369mV
2025-06-24 18:28:41, 電壓: 0.64V, pH: 2.23, ORP: 1368mV
2025-06-24 18:28:41, 電壓: 0.64V, pH: 2.25, ORP: 1362mV
2025-06-24 18:28:42, 電壓: 0.63V, pH: 2.21, ORP: 1372mV
2025-06-24 18:28:43, 電壓: 0.64V, pH: 2.24, ORP: 1365mV
2025-06-24 18:28:44, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:28:45, 電壓: 0.64V, pH: 2.23, ORP: 1372mV
2025-06-24 18:28:45, 電壓: 0.63V, pH: 2.20, ORP: 1382mV
2025-06-24 18:28:46, 電壓: 0.63V, pH: 2.20, ORP: 1381mV
2025-06-24 18:28:47, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 18:28:48, 電壓: 0.64V, pH: 2.23, ORP: 1370mV
2025-06-24 18:28:49, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:28:49, 電壓: 0.62V, pH: 2.18, ORP: 1380mV
2025-06-24 18:28:50, 電壓: 0.63V, pH: 2.19, ORP: 1379mV
2025-06-24 18:28:51, 電壓: 0.62V, pH: 2.17, ORP: 1389mV
2025-06-24 18:28:52, 電壓: 0.63V, pH: 2.20, ORP: 1382mV
2025-06-24 18:28:53, 電壓: 0.62V, pH: 2.18, ORP: 1383mV
2025-06-24 18:28:53, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 18:28:54, 電壓: 0.63V, pH: 2.19, ORP: 1382mV
2025-06-24 18:28:55, 電壓: 0.64V, pH: 2.25, ORP: 1365mV
2025-06-24 18:28:56, 電壓: 0.64V, pH: 2.25, ORP: 1367mV
2025-06-24 18:28:57, 電壓: 0.65V, pH: 2.28, ORP: 1356mV
2025-06-24 18:28:57, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:28:58, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 18:28:59, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 18:29:00, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 18:29:01, 電壓: 0.62V, pH: 2.19, ORP: 1376mV
2025-06-24 18:29:01, 電壓: 0.63V, pH: 2.19, ORP: 1378mV
2025-06-24 18:29:02, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:29:03, 電壓: 0.62V, pH: 2.19, ORP: 1382mV
2025-06-24 18:29:04, 電壓: 0.63V, pH: 2.22, ORP: 1377mV
2025-06-24 18:29:05, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 18:29:05, 電壓: 0.63V, pH: 2.20, ORP: 1380mV
2025-06-24 18:29:06, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 18:29:07, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 18:29:08, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 18:29:09, 電壓: 0.65V, pH: 2.28, ORP: 1359mV
2025-06-24 18:29:09, 電壓: 0.63V, pH: 2.22, ORP: 1371mV
2025-06-24 18:29:10, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 18:29:11, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:29:12, 電壓: 0.63V, pH: 2.22, ORP: 1370mV
2025-06-24 18:29:13, 電壓: 0.62V, pH: 2.18, ORP: 1377mV
2025-06-24 18:29:13, 電壓: 0.63V, pH: 2.19, ORP: 1377mV
2025-06-24 18:29:14, 電壓: 0.63V, pH: 2.21, ORP: 1377mV
2025-06-24 18:29:15, 電壓: 0.63V, pH: 2.21, ORP: 1379mV
2025-06-24 18:29:16, 電壓: 0.63V, pH: 2.21, ORP: 1380mV
2025-06-24 18:29:17, 電壓: 0.62V, pH: 2.19, ORP: 1382mV
2025-06-24 18:29:17, 電壓: 0.64V, pH: 2.24, ORP: 1369mV
2025-06-24 18:29:18, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 18:29:19, 電壓: 0.64V, pH: 2.25, ORP: 1363mV
2025-06-24 18:29:20, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 18:29:21, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 18:29:21, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 18:29:22, 電壓: 0.63V, pH: 2.22, ORP: 1373mV
2025-06-24 18:29:23, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 18:29:24, 電壓: 0.64V, pH: 2.25, ORP: 1368mV
2025-06-24 18:29:25, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 18:29:25, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 18:29:26, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 18:29:27, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 18:29:28, 電壓: 0.62V, pH: 2.18, ORP: 1380mV
2025-06-24 18:29:29, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 18:29:29, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 18:29:30, 電壓: 0.64V, pH: 2.25, ORP: 1367mV
2025-06-24 18:29:31, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 18:29:32, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 18:29:33, 電壓: 0.63V, pH: 2.19, ORP: 1375mV
2025-06-24 18:29:33, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:29:34, 電壓: 0.62V, pH: 2.18, ORP: 1385mV
2025-06-24 18:29:35, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 18:29:36, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 18:29:37, 電壓: 0.65V, pH: 2.26, ORP: 1365mV
2025-06-24 18:29:37, 電壓: 0.65V, pH: 2.26, ORP: 1364mV
2025-06-24 18:29:38, 電壓: 0.64V, pH: 2.24, ORP: 1364mV
2025-06-24 18:29:39, 電壓: 0.63V, pH: 2.19, ORP: 1377mV
2025-06-24 18:29:40, 電壓: 0.63V, pH: 2.20, ORP: 1375mV
2025-06-24 18:29:41, 電壓: 0.63V, pH: 2.19, ORP: 1381mV
2025-06-24 18:29:42, 電壓: 0.62V, pH: 2.17, ORP: 1388mV
2025-06-24 18:29:42, 電壓: 0.63V, pH: 2.19, ORP: 1384mV
2025-06-24 18:29:43, 電壓: 0.63V, pH: 2.19, ORP: 1383mV
2025-06-24 18:29:44, 電壓: 0.63V, pH: 2.22, ORP: 1374mV
2025-06-24 18:29:45, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 18:29:45, 電壓: 0.65V, pH: 2.28, ORP: 1357mV
2025-06-24 18:29:46, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:29:47, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 18:29:48, 電壓: 0.61V, pH: 2.15, ORP: 1390mV
2025-06-24 18:29:49, 電壓: 0.64V, pH: 2.24, ORP: 1365mV
2025-06-24 18:29:50, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:29:50, 電壓: 0.64V, pH: 2.23, ORP: 1370mV
2025-06-24 18:29:51, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 18:29:52, 電壓: 0.62V, pH: 2.19, ORP: 1384mV
2025-06-24 18:29:53, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 18:29:54, 電壓: 0.63V, pH: 2.19, ORP: 1379mV
2025-06-24 18:29:54, 電壓: 0.63V, pH: 2.21, ORP: 1377mV
2025-06-24 18:29:55, 電壓: 0.64V, pH: 2.23, ORP: 1370mV
2025-06-24 18:29:56, 電壓: 0.64V, pH: 2.24, ORP: 1369mV
2025-06-24 18:29:57, 電壓: 0.63V, pH: 2.22, ORP: 1370mV
2025-06-24 18:29:58, 電壓: 0.65V, pH: 2.26, ORP: 1362mV
2025-06-24 18:29:58, 電壓: 0.62V, pH: 2.19, ORP: 1379mV
2025-06-24 18:29:59, 電壓: 0.64V, pH: 2.22, ORP: 1368mV
2025-06-24 18:30:00, 電壓: 0.61V, pH: 2.15, ORP: 1391mV
2025-06-24 18:30:01, 電壓: 0.63V, pH: 2.22, ORP: 1376mV
2025-06-24 18:30:02, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 18:30:02, 電壓: 0.63V, pH: 2.21, ORP: 1379mV
2025-06-24 18:30:03, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 18:30:04, 電壓: 0.64V, pH: 2.25, ORP: 1366mV
2025-06-24 18:30:05, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 18:30:06, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 18:30:06, 電壓: 0.62V, pH: 2.19, ORP: 1378mV
2025-06-24 18:30:07, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 18:30:08, 電壓: 0.63V, pH: 2.19, ORP: 1383mV
2025-06-24 18:30:09, 電壓: 0.63V, pH: 2.22, ORP: 1374mV
2025-06-24 18:30:10, 電壓: 0.63V, pH: 2.20, ORP: 1380mV
2025-06-24 18:30:10, 電壓: 0.63V, pH: 2.22, ORP: 1373mV
2025-06-24 18:30:11, 電壓: 0.64V, pH: 2.25, ORP: 1366mV
2025-06-24 18:30:12, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 18:30:13, 電壓: 0.62V, pH: 2.19, ORP: 1378mV
2025-06-24 18:30:14, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 18:30:14, 電壓: 0.62V, pH: 2.17, ORP: 1389mV
2025-06-24 18:30:15, 電壓: 0.62V, pH: 2.17, ORP: 1385mV
2025-06-24 18:30:16, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 18:30:17, 電壓: 0.64V, pH: 2.24, ORP: 1365mV
2025-06-24 18:30:18, 電壓: 0.63V, pH: 2.22, ORP: 1369mV
2025-06-24 18:30:18, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 18:30:19, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 18:30:20, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 18:30:21, 電壓: 0.63V, pH: 2.19, ORP: 1378mV
2025-06-24 18:30:22, 電壓: 0.63V, pH: 2.22, ORP: 1374mV
2025-06-24 18:30:22, 電壓: 0.62V, pH: 2.17, ORP: 1385mV
2025-06-24 18:30:23, 電壓: 0.64V, pH: 2.25, ORP: 1367mV
2025-06-24 18:30:24, 電壓: 0.62V, pH: 2.19, ORP: 1379mV
2025-06-24 18:30:25, 電壓: 0.64V, pH: 2.23, ORP: 1372mV
2025-06-24 18:30:26, 電壓: 0.62V, pH: 2.16, ORP: 1387mV
2025-06-24 18:30:26, 電壓: 0.64V, pH: 2.25, ORP: 1367mV
2025-06-24 18:30:27, 電壓: 0.63V, pH: 2.20, ORP: 1374mV
2025-06-24 18:30:28, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 18:30:29, 電壓: 0.62V, pH: 2.17, ORP: 1390mV
2025-06-24 18:30:30, 電壓: 0.64V, pH: 2.25, ORP: 1367mV
2025-06-24 18:30:30, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:30:31, 電壓: 0.64V, pH: 2.25, ORP: 1365mV
2025-06-24 18:30:32, 電壓: 0.62V, pH: 2.16, ORP: 1386mV
2025-06-24 18:30:33, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 18:30:34, 電壓: 0.63V, pH: 2.19, ORP: 1380mV
2025-06-24 18:30:34, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 18:30:35, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 18:30:36, 電壓: 0.63V, pH: 2.19, ORP: 1383mV
2025-06-24 18:30:37, 電壓: 0.63V, pH: 2.20, ORP: 1381mV
2025-06-24 18:30:38, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 18:30:38, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 18:30:39, 電壓: 0.64V, pH: 2.25, ORP: 1362mV
2025-06-24 18:30:40, 電壓: 0.63V, pH: 2.20, ORP: 1379mV
2025-06-24 18:30:41, 電壓: 0.62V, pH: 2.18, ORP: 1385mV
2025-06-24 18:30:42, 電壓: 0.63V, pH: 2.20, ORP: 1377mV
2025-06-24 18:30:42, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 18:30:43, 電壓: 0.64V, pH: 2.24, ORP: 1364mV
2025-06-24 18:30:44, 電壓: 0.63V, pH: 2.19, ORP: 1379mV
2025-06-24 18:30:45, 電壓: 0.63V, pH: 2.22, ORP: 1376mV
2025-06-24 18:30:46, 電壓: 0.63V, pH: 2.20, ORP: 1379mV
2025-06-24 18:30:46, 電壓: 0.63V, pH: 2.22, ORP: 1373mV
2025-06-24 18:30:47, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 18:30:48, 電壓: 0.64V, pH: 2.23, ORP: 1367mV
2025-06-24 18:30:49, 電壓: 0.62V, pH: 2.19, ORP: 1377mV
2025-06-24 18:30:50, 電壓: 0.63V, pH: 2.19, ORP: 1382mV
2025-06-24 18:30:50, 電壓: 0.62V, pH: 2.16, ORP: 1391mV
2025-06-24 18:30:51, 電壓: 0.64V, pH: 2.23, ORP: 1371mV
2025-06-24 18:30:52, 電壓: 0.63V, pH: 2.22, ORP: 1375mV
2025-06-24 18:30:53, 電壓: 0.64V, pH: 2.24, ORP: 1369mV
2025-06-24 18:30:54, 電壓: 0.64V, pH: 2.25, ORP: 1365mV
2025-06-24 18:30:54, 電壓: 0.63V, pH: 2.20, ORP: 1375mV
2025-06-24 18:30:55, 電壓: 0.63V, pH: 2.22, ORP: 1371mV
2025-06-24 18:30:56, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 18:30:57, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:30:58, 電壓: 0.62V, pH: 2.17, ORP: 1389mV
2025-06-24 18:30:58, 電壓: 0.64V, pH: 2.23, ORP: 1373mV
2025-06-24 18:30:59, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 18:31:00, 電壓: 0.65V, pH: 2.27, ORP: 1358mV
2025-06-24 18:31:01, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:31:02, 電壓: 0.64V, pH: 2.25, ORP: 1365mV
2025-06-24 18:31:02, 電壓: 0.63V, pH: 2.20, ORP: 1376mV
2025-06-24 18:31:03, 電壓: 0.64V, pH: 2.22, ORP: 1369mV
2025-06-24 18:31:04, 電壓: 0.62V, pH: 2.16, ORP: 1391mV
2025-06-24 18:31:05, 電壓: 0.63V, pH: 2.21, ORP: 1379mV
2025-06-24 18:31:06, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 18:31:06, 電壓: 0.65V, pH: 2.26, ORP: 1365mV
2025-06-24 18:31:07, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 18:31:08, 電壓: 0.64V, pH: 2.23, ORP: 1370mV
2025-06-24 18:31:09, 電壓: 0.63V, pH: 2.19, ORP: 1376mV
2025-06-24 18:31:10, 電壓: 0.63V, pH: 2.22, ORP: 1371mV
2025-06-24 18:31:10, 電壓: 0.62V, pH: 2.18, ORP: 1385mV
2025-06-24 18:31:11, 電壓: 0.63V, pH: 2.22, ORP: 1377mV
2025-06-24 18:31:12, 電壓: 0.62V, pH: 2.19, ORP: 1382mV
2025-06-24 18:31:13, 電壓: 0.65V, pH: 2.28, ORP: 1358mV
2025-06-24 18:31:14, 電壓: 0.64V, pH: 2.24, ORP: 1366mV
2025-06-24 18:31:14, 電壓: 0.64V, pH: 2.25, ORP: 1361mV
2025-06-24 18:31:15, 電壓: 0.64V, pH: 2.24, ORP: 1369mV
2025-06-24 18:31:16, 電壓: 0.63V, pH: 2.20, ORP: 1380mV
2025-06-24 18:31:17, 電壓: 0.62V, pH: 2.19, ORP: 1383mV
2025-06-24 18:31:18, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 18:31:19, 電壓: 0.64V, pH: 2.22, ORP: 1372mV
2025-06-24 18:31:19, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 18:31:20, 電壓: 0.63V, pH: 2.21, ORP: 1372mV
2025-06-24 18:31:21, 電壓: 0.64V, pH: 2.22, ORP: 1373mV
2025-06-24 18:31:22, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 18:31:23, 電壓: 0.63V, pH: 2.19, ORP: 1381mV
2025-06-24 18:31:23, 電壓: 0.64V, pH: 2.24, ORP: 1370mV
2025-06-24 18:31:24, 電壓: 0.64V, pH: 2.22, ORP: 1369mV
2025-06-24 18:31:25, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:31:26, 電壓: 0.63V, pH: 2.20, ORP: 1374mV
2025-06-24 18:31:26, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 18:31:27, 電壓: 0.62V, pH: 2.18, ORP: 1386mV
2025-06-24 18:31:28, 電壓: 0.63V, pH: 2.21, ORP: 1381mV
2025-06-24 18:31:29, 電壓: 0.63V, pH: 2.19, ORP: 1379mV
2025-06-24 18:31:30, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 18:31:31, 電壓: 0.64V, pH: 2.22, ORP: 1371mV
2025-06-24 18:31:31, 電壓: 0.64V, pH: 2.24, ORP: 1365mV
2025-06-24 18:31:32, 電壓: 0.63V, pH: 2.21, ORP: 1372mV
2025-06-24 18:31:33, 電壓: 0.64V, pH: 2.22, ORP: 1374mV
2025-06-24 18:31:34, 電壓: 0.62V, pH: 2.17, ORP: 1385mV
2025-06-24 18:31:35, 電壓: 0.64V, pH: 2.23, ORP: 1375mV
2025-06-24 18:31:35, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:31:36, 電壓: 0.66V, pH: 2.30, ORP: 1351mV
2025-06-24 18:31:37, 電壓: 0.63V, pH: 2.20, ORP: 1375mV
2025-06-24 18:31:38, 電壓: 0.64V, pH: 2.25, ORP: 1362mV
2025-06-24 18:31:39, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 18:31:39, 電壓: 0.64V, pH: 2.25, ORP: 1369mV
2025-06-24 18:31:40, 電壓: 0.62V, pH: 2.18, ORP: 1382mV
2025-06-24 18:31:41, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 18:31:42, 電壓: 0.63V, pH: 2.19, ORP: 1378mV
2025-06-24 18:31:43, 電壓: 0.63V, pH: 2.21, ORP: 1378mV
2025-06-24 18:31:43, 電壓: 0.63V, pH: 2.22, ORP: 1375mV
2025-06-24 18:31:44, 電壓: 0.64V, pH: 2.25, ORP: 1367mV
2025-06-24 18:31:45, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 18:31:46, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:31:47, 電壓: 0.63V, pH: 2.22, ORP: 1376mV
2025-06-24 18:31:47, 電壓: 0.64V, pH: 2.25, ORP: 1366mV
2025-06-24 18:31:48, 電壓: 0.64V, pH: 2.24, ORP: 1364mV
2025-06-24 18:31:49, 電壓: 0.62V, pH: 2.16, ORP: 1389mV
2025-06-24 18:31:50, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 18:31:51, 電壓: 0.63V, pH: 2.21, ORP: 1372mV
2025-06-24 18:31:51, 電壓: 0.64V, pH: 2.23, ORP: 1369mV
2025-06-24 18:31:52, 電壓: 0.61V, pH: 2.15, ORP: 1392mV
2025-06-24 18:31:53, 電壓: 0.64V, pH: 2.23, ORP: 1374mV
2025-06-24 18:31:54, 電壓: 0.63V, pH: 2.21, ORP: 1372mV
2025-06-24 18:31:55, 電壓: 0.64V, pH: 2.25, ORP: 1363mV
2025-06-24 18:31:55, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 18:31:56, 電壓: 0.64V, pH: 2.23, ORP: 1373mV
2025-06-24 18:31:57, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 18:31:58, 電壓: 0.65V, pH: 2.26, ORP: 1360mV
2025-06-24 18:31:59, 電壓: 0.62V, pH: 2.16, ORP: 1389mV
2025-06-24 18:31:59, 電壓: 0.64V, pH: 2.23, ORP: 1372mV
2025-06-24 18:32:00, 電壓: 0.63V, pH: 2.22, ORP: 1370mV
2025-06-24 18:32:01, 電壓: 0.63V, pH: 2.19, ORP: 1376mV
2025-06-24 18:32:02, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 18:32:03, 電壓: 0.62V, pH: 2.18, ORP: 1384mV
2025-06-24 18:32:03, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 18:32:04, 電壓: 0.63V, pH: 2.20, ORP: 1374mV
2025-06-24 18:32:05, 電壓: 0.64V, pH: 2.23, ORP: 1374mV
2025-06-24 18:32:06, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 18:32:07, 電壓: 0.65V, pH: 2.29, ORP: 1357mV
2025-06-24 18:32:07, 電壓: 0.63V, pH: 2.20, ORP: 1374mV
2025-06-24 18:32:08, 電壓: 0.64V, pH: 2.23, ORP: 1374mV
2025-06-24 18:32:09, 電壓: 0.63V, pH: 2.19, ORP: 1381mV
2025-06-24 18:32:10, 電壓: 0.65V, pH: 2.29, ORP: 1354mV
2025-06-24 18:32:11, 電壓: 0.63V, pH: 2.19, ORP: 1378mV
2025-06-24 18:32:11, 電壓: 0.62V, pH: 2.17, ORP: 1386mV
2025-06-24 18:32:12, 電壓: 0.62V, pH: 2.19, ORP: 1382mV
2025-06-24 18:32:13, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 18:32:14, 電壓: 0.63V, pH: 2.19, ORP: 1375mV
2025-06-24 18:32:15, 電壓: 0.63V, pH: 2.19, ORP: 1382mV
2025-06-24 18:32:15, 電壓: 0.65V, pH: 2.26, ORP: 1365mV
2025-06-24 18:32:16, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:32:17, 電壓: 0.64V, pH: 2.25, ORP: 1365mV
2025-06-24 18:32:18, 電壓: 0.62V, pH: 2.17, ORP: 1390mV
2025-06-24 18:32:19, 電壓: 0.65V, pH: 2.26, ORP: 1364mV
2025-06-24 18:32:19, 電壓: 0.63V, pH: 2.21, ORP: 1375mV
2025-06-24 18:32:20, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 18:32:21, 電壓: 0.62V, pH: 2.16, ORP: 1391mV
2025-06-24 18:32:22, 電壓: 0.64V, pH: 2.25, ORP: 1365mV
2025-06-24 18:32:23, 電壓: 0.63V, pH: 2.22, ORP: 1374mV
2025-06-24 18:32:23, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 18:32:24, 電壓: 0.62V, pH: 2.16, ORP: 1388mV
2025-06-24 18:32:25, 電壓: 0.63V, pH: 2.21, ORP: 1379mV
2025-06-24 18:32:26, 電壓: 0.63V, pH: 2.21, ORP: 1376mV
2025-06-24 18:32:27, 電壓: 0.64V, pH: 2.25, ORP: 1364mV
2025-06-24 18:32:27, 電壓: 0.63V, pH: 2.19, ORP: 1377mV
2025-06-24 18:32:28, 電壓: 0.64V, pH: 2.22, ORP: 1375mV
2025-06-24 18:32:29, 電壓: 0.63V, pH: 2.21, ORP: 1374mV
2025-06-24 18:32:30, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 18:32:31, 電壓: 0.63V, pH: 2.21, ORP: 1373mV
2025-06-24 18:32:31, 電壓: 0.62V, pH: 2.18, ORP: 1385mV
2025-06-24 18:32:32, 電壓: 0.62V, pH: 2.18, ORP: 1382mV
2025-06-24 18:32:33, 電壓: 0.63V, pH: 2.20, ORP: 1378mV
2025-06-24 18:32:34, 電壓: 0.63V, pH: 2.21, ORP: 1372mV
2025-06-24 18:32:35, 電壓: 0.62V, pH: 2.18, ORP: 1381mV
2025-06-24 18:32:35, 電壓: 0.62V, pH: 2.17, ORP: 1387mV
2025-06-24 18:32:36, 電壓: 0.62V, pH: 2.18, ORP: 1381mV
2025-06-24 18:32:37, 電壓: 0.65V, pH: 2.28, ORP: 1357mV
2025-06-24 18:32:38, 電壓: 0.63V, pH: 2.22, ORP: 1372mV
2025-06-24 18:32:39, 電壓: 0.64V, pH: 2.24, ORP: 1367mV
2025-06-24 18:32:39, 電壓: 0.62V, pH: 2.17, ORP: 1389mV
2025-06-24 18:32:40, 電壓: 0.65V, pH: 2.26, ORP: 1361mV
2025-06-24 18:32:41, 電壓: 0.64V, pH: 2.24, ORP: 1368mV
2025-06-24 18:32:42, 電壓: 0.64V, pH: 2.24, ORP: 1365mV
